Account,Month,Recognized,MH,Org_name
JPdL - International Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 11.65 adhésions à $9.00,8/1/2018 0:00:00,104.85,0,
JPdL - International Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 11.00 adhésions à $9.00,11/1/2018 0:00:00,99,0,
JPdL - International Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 11.00 adhésions à $9.00,10/1/2018 0:00:00,99,0,
JPdL - International Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 11.00 adhésions à $9.00,9/1/2018 0:00:00,99,0,
JPdL - Montréal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 17.00 adhésions à $9.00,8/1/2018 0:00:00,153,0,
JPdL - Montréal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 17.00 adhésions à $9.00,11/1/2018 0:00:00,153,0,
JPdL - Montréal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 17.00 adhésions à $9.00,10/1/2018 0:00:00,153,0,
JPdL - Montréal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 17.00 adhésions à $9.00,9/1/2018 0:00:00,153,0,
JPdL - Québec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 6.00 adhésions à $9.00,8/1/2018 0:00:00,54,0,
JPdL - Québec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 6.00 adhésions à $9.00,11/1/2018 0:00:00,54,0,
JPdL - Québec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 6.00 adhésions à $9.00,10/1/2018 0:00:00,54,0,
JPdL - Québec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 6.00 adhésions à $9.00,9/1/2018 0:00:00,54,0,
JRP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 6.00 memberships at $9.00,8/1/2018 0:00:00,54,0,
JRP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 5.00 memberships at $9.00,11/1/2018 0:00:00,45,0,
JRP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 5.00 memberships at $9.00,10/1/2018 0:00:00,45,0,
JRP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 5.80 memberships at $9.00,9/1/2018 0:00:00,52.2,0,
Jus DOSE inc. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018,8/1/2018 0:00:00,200,0,
Jus DOSE inc. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018,11/1/2018 0:00:00,200,0,
Jus DOSE inc. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018,10/1/2018 0:00:00,200,0,
Jus DOSE inc. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018,9/1/2018 0:00:00,200,0,
Karine Vezina - Abonnement Familial Alumni Dialogue,8/1/2018 0:00:00,180,0,
Karine Vezina - Reimbursement,9/1/2018 0:00:00,-360,0,
Kezber Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 82.55 adhésions à $12.00,8/1/2018 0:00:00,990.6,0,
Kezber Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 85.37 adhésions à $12.00,11/1/2018 0:00:00,1024.44,0,
Kezber Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 82.06 adhésions à $12.00,10/1/2018 0:00:00,984.72,0,
Kezber Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 81.63 adhésions à $12.00,9/1/2018 0:00:00,979.56,0,
Kezber Inc. - Round off difference,10/1/2018 0:00:00,0.01,0,
Kruger Inc. (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 5.55 memberships at $7.50,8/1/2018 0:00:00,41.62,0,
Kruger Inc. (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 6.00 memberships at $7.50,11/1/2018 0:00:00,45,0,
Kruger Inc. (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 6.00 memberships at $7.50,10/1/2018 0:00:00,45,0,
Kruger Inc. (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 6.00 memberships at $7.50,9/1/2018 0:00:00,45,0,
Kruger Inc. (BC) - Round off difference,11/1/2018 0:00:00,0.01,0,
Kruger Inc. (BC) - Round off difference,10/1/2018 0:00:00,0.01,0,
Kruger Inc. (BC) - Round off difference,9/1/2018 0:00:00,0.01,0,
Kruger Inc. (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 76.00 memberships at $7.50,8/1/2018 0:00:00,570,0,
Kruger Inc. (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 75.00 memberships at $7.50,11/1/2018 0:00:00,562.5,0,
Kruger Inc. (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 75.00 memberships at $7.50,10/1/2018 0:00:00,562.5,0,
Kruger Inc. (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 75.00 memberships at $7.50,9/1/2018 0:00:00,562.5,0,
Kruger Inc. (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 4.00 memberships at $7.50,8/1/2018 0:00:00,30,0,
Kruger Inc. (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 4.00 memberships at $7.50,11/1/2018 0:00:00,30,0,
Kruger Inc. (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 4.00 memberships at $7.50,10/1/2018 0:00:00,30,0,
Kruger Inc. (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 4.00 memberships at $7.50,9/1/2018 0:00:00,30,0,
Kruger Inc. (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 201.68 memberships at $7.50,8/1/2018 0:00:00,1512.6,0,
Kruger Inc. (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 200.00 memberships at $7.50,11/1/2018 0:00:00,1500,0,
Kruger Inc. (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 200.00 memberships at $7.50,10/1/2018 0:00:00,1500,0,
Kruger Inc. (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 200.00 memberships at $7.50,9/1/2018 0:00:00,1500,0,
Kruger Inc. (Québec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 676.19 adhésions à $7.50,8/1/2018 0:00:00,5071.42,0,
Kruger Inc. (Québec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 676.00 adhésions à $7.50,11/1/2018 0:00:00,5070,0,
Kruger Inc. (Québec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 675.13 adhésions à $7.50,10/1/2018 0:00:00,5063.48,0,
Kruger Inc. (Québec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 675.00 adhésions à $7.50,9/1/2018 0:00:00,5062.5,0,
Kruger Inc. (Québec) - Round off difference,10/1/2018 0:00:00,-0.01,0,
Kruger Inc. (Québec) - Round off difference,8/1/2018 0:00:00,-0.01,0,
L'institut Culturel Avataq - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018,8/1/2018 0:00:00,200,0,
L'institut Culturel Avataq - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018,11/1/2018 0:00:00,200,0,
L'institut Culturel Avataq - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018,10/1/2018 0:00:00,200,0,
L'institut Culturel Avataq - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018,9/1/2018 0:00:00,200,0,
La Capitale assureur de l'administration publique Inc. - Ontario - Round off difference,10/1/2018 0:00:00,0.01,0,
La Capitale assureur de l'administration publique Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 292.35 memberships at $7.78,8/1/2018 0:00:00,2274.48,0,
La Capitale assureur de l'administration publique Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 290.07 memberships at $7.78,11/1/2018 0:00:00,2256.74,0,
La Capitale assureur de l'administration publique Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 288.65 memberships at $7.78,10/1/2018 0:00:00,2245.7,0,
La Capitale assureur de l'administration publique Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 290.87 memberships at $7.78,9/1/2018 0:00:00,2262.97,0,
La Capitale assureur de l'administration publique Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 2192.90 adhésions à $7.78,8/1/2018 0:00:00,17060.76,0,
La Capitale assureur de l'administration publique Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 2167.97 adhésions à $7.78,11/1/2018 0:00:00,16866.81,0,
La Capitale assureur de l'administration publique Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 2176.00 adhésions à $7.78,10/1/2018 0:00:00,16929.28,0,
La Capitale assureur de l'administration publique Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 2181.20 adhésions à $7.78,9/1/2018 0:00:00,16969.74,0,
LANDR Audio Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 68.77 adhésions à $12.00,8/1/2018 0:00:00,825.24,0,
LANDR Audio Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 76.00 adhésions à $12.00,11/1/2018 0:00:00,912,0,
LANDR Audio Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 76.84 adhésions à $12.00,10/1/2018 0:00:00,922.08,0,
LANDR Audio Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 74.43 adhésions à $12.00,9/1/2018 0:00:00,893.16,0,
League - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 121.03 memberships at $9.00,8/1/2018 0:00:00,1089.27,0,
League - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 136.00 memberships at $9.00,11/1/2018 0:00:00,1224,0,
League - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 135.13 memberships at $9.00,10/1/2018 0:00:00,1216.17,0,
League - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 124.27 memberships at $9.00,9/1/2018 0:00:00,1118.43,0,
LeddarTech Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 96.00 adhésions à $9.00,8/1/2018 0:00:00,864,0,
LeddarTech Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 121.97 adhésions à $9.00,11/1/2018 0:00:00,1097.73,0,
LeddarTech Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 103.68 adhésions à $9.00,10/1/2018 0:00:00,933.12,0,
LeddarTech Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 99.63 adhésions à $9.00,9/1/2018 0:00:00,896.67,0,
LeddarTech Inc. - Round off difference,10/1/2018 0:00:00,0.01,0,
LeddarTech Inc. - Round off difference,9/1/2018 0:00:00,-0.01,0,
Les productions Romeo et fils Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 28-30 2018 ---- 1.50 adhésions à $15.00,11/1/2018 0:00:00,22.5,0,
Les Rangements Idées-Range - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 17.00 adhésions à $9.00,8/1/2018 0:00:00,153,0,
Les Rangements Idées-Range - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 16.63 adhésions à $9.00,11/1/2018 0:00:00,149.67,0,
Les Rangements Idées-Range - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 17.00 adhésions à $9.00,10/1/2018 0:00:00,153,0,
Les Rangements Idées-Range - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 17.00 adhésions à $9.00,9/1/2018 0:00:00,153,0,
Lightspeed POS Inc. - BC - Round off difference,8/1/2018 0:00:00,-0.01,0,
Lightspeed POS Inc. - BC - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 1.81 memberships at $6.00,8/1/2018 0:00:00,10.86,0,
Lightspeed POS Inc. - BC - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 2.00 memberships at $6.00,11/1/2018 0:00:00,12,0,
Lightspeed POS Inc. - BC - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 2.00 memberships at $6.00,10/1/2018 0:00:00,12,0,
Lightspeed POS Inc. - BC - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 2.00 memberships at $6.00,9/1/2018 0:00:00,12,0,
Lightspeed POS Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 20.84 memberships at $6.00,8/1/2018 0:00:00,125.04,0,
Lightspeed POS Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 22.20 memberships at $6.00,11/1/2018 0:00:00,133.2,0,
Lightspeed POS Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 21.32 memberships at $6.00,10/1/2018 0:00:00,127.92,0,
Lightspeed POS Inc. - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 22.00 memberships at $6.00,9/1/2018 0:00:00,132,0,
Lightspeed POS Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 373.81 adhésions à $6.00,8/1/2018 0:00:00,2242.86,0,
Lightspeed POS Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 411.77 adhésions à $6.00,11/1/2018 0:00:00,2470.62,0,
Lightspeed POS Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 399.97 adhésions à $6.00,10/1/2018 0:00:00,2399.82,0,
Lightspeed POS Inc. - Quebec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 390.60 adhésions à $6.00,9/1/2018 0:00:00,2343.6,0,
Lightspeed POS Inc. - Quebec - Round off difference,11/1/2018 0:00:00,-0.01,0,
Local Logic - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 12.00 memberships at $12.00,8/1/2018 0:00:00,144,0,
Local Logic - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 12.03 memberships at $12.00,11/1/2018 0:00:00,144.36,0,
Local Logic - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 12.00 memberships at $12.00,10/1/2018 0:00:00,144,0,
Local Logic - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 12.00 memberships at $12.00,9/1/2018 0:00:00,144,0,
Location d'outils Brossard Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 07-30 2018 ---- 91.20 adhésions à $8.37,11/1/2018 0:00:00,763.34,0,
Logibec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 358.97 adhésions à $9.00,8/1/2018 0:00:00,3230.73,0,
Logibec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 375.07 adhésions à $9.00,11/1/2018 0:00:00,3375.63,0,
Logibec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 374.19 adhésions à $9.00,10/1/2018 0:00:00,3367.71,0,
Logibec - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 369.67 adhésions à $9.00,9/1/2018 0:00:00,3327.03,0,
Logibec - Round off difference,10/1/2018 0:00:00,0.01,0,
Logibec - Round off difference,8/1/2018 0:00:00,0.01,0,
Logibec (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 2.00 memberships at $9.00,8/1/2018 0:00:00,18,0,
Logibec (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 2.00 memberships at $9.00,11/1/2018 0:00:00,18,0,
Logibec (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 2.00 memberships at $9.00,10/1/2018 0:00:00,18,0,
Logibec (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 2.00 memberships at $9.00,9/1/2018 0:00:00,18,0,
Logibec (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 31.26 memberships at $9.00,8/1/2018 0:00:00,281.34,0,
Logibec (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 31.00 memberships at $9.00,11/1/2018 0:00:00,279,0,
Logibec (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 31.00 memberships at $9.00,10/1/2018 0:00:00,279,0,
Logibec (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 30.80 memberships at $9.00,9/1/2018 0:00:00,277.2,0,
Logibec (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 1.00 memberships at $9.00,8/1/2018 0:00:00,9,0,
Logibec (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 1.00 memberships at $9.00,11/1/2018 0:00:00,9,0,
Logibec (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 1.00 memberships at $9.00,10/1/2018 0:00:00,9,0,
Logibec (Nova Scotia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 1.00 memberships at $9.00,9/1/2018 0:00:00,9,0,
Logibec (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 9.00 memberships at $9.00,8/1/2018 0:00:00,81,0,
Logibec (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 9.00 memberships at $9.00,11/1/2018 0:00:00,81,0,
Logibec (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 9.23 memberships at $9.00,10/1/2018 0:00:00,83.07,0,
Logibec (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 9.00 memberships at $9.00,9/1/2018 0:00:00,81,0,
Logibec Inc. (Manitoba) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 6.00 memberships at $9.00,11/1/2018 0:00:00,54,0,
Logibec Inc. (Manitoba) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 6.00 memberships at $9.00,10/1/2018 0:00:00,54,0,
Logibec Inc. (Manitoba) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 25-30 2018 ---- 1.20 memberships at $9.00,9/1/2018 0:00:00,10.8,0,
Longbow Advantage Inc. - Ontario(1) - Round off difference,11/1/2018 0:00:00,0.01,0,
Longbow Advantage Inc. - Ontario(1) - Round off difference,9/1/2018 0:00:00,0.01,0,
Longbow Advantage Inc. - Ontario(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 10.00 memberships at $15.00,8/1/2018 0:00:00,150,0,
Longbow Advantage Inc. - Ontario(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 13.13 memberships at $15.00,11/1/2018 0:00:00,196.95,0,
Longbow Advantage Inc. - Ontario(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 13.00 memberships at $15.00,10/1/2018 0:00:00,195,0,
Longbow Advantage Inc. - Ontario(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 11.90 memberships at $15.00,9/1/2018 0:00:00,178.5,0,
Longbow Advantage Inc. - Quebec(1) - Round off difference,9/1/2018 0:00:00,-0.01,0,
Longbow Advantage Inc. - Quebec(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 21.00 memberships at $15.00,8/1/2018 0:00:00,315,0,
Longbow Advantage Inc. - Quebec(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 22.13 memberships at $15.00,11/1/2018 0:00:00,331.95,0,
Longbow Advantage Inc. - Quebec(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 22.00 memberships at $15.00,10/1/2018 0:00:00,330,0,
Longbow Advantage Inc. - Quebec(1) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 21.43 memberships at $15.00,9/1/2018 0:00:00,321.45,0,
Ludia - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 302.74 adhésions à $9.00,8/1/2018 0:00:00,2724.66,0,
Ludia - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 293.63 adhésions à $9.00,11/1/2018 0:00:00,2642.67,0,
Ludia - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 296.16 adhésions à $9.00,10/1/2018 0:00:00,2665.44,0,
Ludia - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 302.07 adhésions à $9.00,9/1/2018 0:00:00,2718.63,0,
Ludia - Round off difference,8/1/2018 0:00:00,-0.01,0,
LVL Studio inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 52.03 adhésions à $9.00,11/1/2018 0:00:00,468.27,0,
LVL Studio inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 15-31 2018 ---- 27.90 adhésions à $9.00,10/1/2018 0:00:00,251.1,0,
LVL Studio inc. - Round off difference,10/1/2018 0:00:00,0.01,0,
Magik-Net - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 10.00 adhésions à $9.00,8/1/2018 0:00:00,90,0,
Magik-Net - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 11.00 adhésions à $9.00,11/1/2018 0:00:00,99,0,
Magik-Net - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 10.42 adhésions à $9.00,10/1/2018 0:00:00,93.78,0,
Magik-Net - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 10.00 adhésions à $9.00,9/1/2018 0:00:00,90,0,
Mallette s.e.n.c.r.l - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 400.81 adhésions à $9.00,8/1/2018 0:00:00,3607.29,0,
Mallette s.e.n.c.r.l - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 406.43 adhésions à $9.00,11/1/2018 0:00:00,3657.87,0,
Mallette s.e.n.c.r.l - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 409.03 adhésions à $9.00,10/1/2018 0:00:00,3681.27,0,
Mallette s.e.n.c.r.l - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 406.60 adhésions à $9.00,9/1/2018 0:00:00,3659.4,0,
Mallette s.e.n.c.r.l - Round off difference,11/1/2018 0:00:00,-0.01,0,
Marché d'alimentation Beck - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018,8/1/2018 0:00:00,200,0,
Marché d'alimentation Beck - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018,11/1/2018 0:00:00,200,0,
Marché d'alimentation Beck - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018,10/1/2018 0:00:00,200,0,
Marché d'alimentation Beck - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018,9/1/2018 0:00:00,200,0,
"Maria Zemp - Annual Virtual Healthcare for the Family
",9/1/2018 0:00:00,180,0,
McKinsey Alberta - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 44.87 memberships at $10.00,8/1/2018 0:00:00,448.7,0,
McKinsey Alberta - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 43.00 memberships at $10.00,11/1/2018 0:00:00,430,0,
McKinsey Alberta - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 43.74 memberships at $10.00,10/1/2018 0:00:00,437.4,0,
McKinsey Alberta - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 45.03 memberships at $10.00,9/1/2018 0:00:00,450.3,0,
McKinsey Montreal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 99.39 adhésions à $10.00,8/1/2018 0:00:00,993.9,0,
McKinsey Montreal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 103.50 adhésions à $10.00,11/1/2018 0:00:00,1035,0,
McKinsey Montreal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 101.19 adhésions à $10.00,10/1/2018 0:00:00,1011.9,0,
McKinsey Montreal - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 100.50 adhésions à $10.00,9/1/2018 0:00:00,1005,0,
McKinsey Montreal - Round off difference,10/1/2018 0:00:00,0.01,0,
McKinsey Toronto - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 374.97 memberships at $10.00,8/1/2018 0:00:00,3749.7,0,
McKinsey Toronto - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 373.60 memberships at $10.00,11/1/2018 0:00:00,3736,0,
McKinsey Toronto - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 371.55 memberships at $10.00,10/1/2018 0:00:00,3715.5,0,
McKinsey Toronto - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 370.27 memberships at $10.00,9/1/2018 0:00:00,3702.7,0,
McKinsey Vancouver - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 36.39 memberships at $10.00,8/1/2018 0:00:00,363.9,0,
McKinsey Vancouver - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 40.00 memberships at $10.00,11/1/2018 0:00:00,400,0,
McKinsey Vancouver - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 40.00 memberships at $10.00,10/1/2018 0:00:00,400,0,
